code_name,n_cycles,fnc,b_readout_flip,unique_id,name,decoder_id,prep,id_s,id_l,cnot,meas,bias,flip,leak,seep,back,corr,duration,bad_shots,shot_time,cycle_err,shots_err,mean_ground,mean_leaked,bp_converged,bp_iterations,n_shots,rand_seed,bp_method,bp_max_iterations,osd_method,osd_order,ms_scaling_factor,b_initial_state,leaked_population,decoder_noise_model
144.12.12,12,2,True,49faa77f56ed41eb80360265d64a4745,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.006,0.001,0.02,0.005,0.0002,0.002,0.3,0.025,0.0,21228.810538,33,0.42457621076,5.5e-05,9.574007781488377e-06,0.9261528587962964,0.0004857060185185,0.9544,24.2674,50000,42,ms,200,osd_cs,7,0,True,0.0004666666666666,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,d0c08e93541545d493e527100c1852ba,"no leak, scan corr",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.01,21051.984967,533,0.42103969934,0.0008883333333333,3.846089349850967e-05,0.5001757060185186,0.0,0.95141,24.24667,50000,42,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,e719e2e57f494ec9949fc72721e11625,"no leak, scan corr",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.02,21600.534861,756,0.43201069722,0.00126,4.57968776228249e-05,0.9317572222222223,0.0,0.94939,24.16646,50000,45,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,d76157c47e984ab38edfc44e06ac60fc,"no leak, scan corr",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.015,21681.437759,573,0.43362875518,0.000955,3.987664259939645e-05,0.9316905092592592,0.0,0.95226,23.58229,50000,44,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,5d694d37650948588b6280cfa0b96c21,"no leak, scan corr",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.015,22152.701622,786,0.44305403244,0.00131,4.669553690307744e-05,0.5001963194444444,0.0,0.94642,25.28055,50000,42,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,4f27d96d117f47b7a81b1af43e34190a,"no leak, scan corr",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.025,22611.936356,983,0.4522387271199999,0.0016383333333333,5.221189515206636e-05,0.9316450810185186,0.0,0.94591,24.99425,50000,46,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,86e779587a3a4f77ba4258be1d34c7f1,"no leak, scan corr",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.02,23251.870035,1026,0.4650374007,0.00171,5.333972722089981e-05,0.5002164583333333,0.0,0.94178,26.29187,50000,42,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,2267ee4ce4504daa94a71f0d9f6dcc53,"no leak, scan corr",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.025,23743.623488,1282,0.47487246976,0.0021366666666666,5.961125903471343e-05,0.5002367592592593,0.0,0.93721,27.24185,50000,42,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,7582e389c0644fd2826c71bc003d315f,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.007,0.001,0.02,0.005,0.0002,0.002,0.4,0.025,0.0,25425.184478,61,0.50850368956,0.0001016666666666,1.3016421074649998e-05,0.9216103935185184,0.0003757638888888,0.94373,27.20107,50000,42,ms,200,osd_cs,7,0,True,0.00035,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,994ada7317dd428ba49f521a9cfc60e0,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.008,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,27152.937822,91,0.54305875644,0.0001516666666666,1.5897780971406506e-05,0.917049386574074,0.0003209606481481,0.93399,30.21544,50000,42,ms,200,osd_cs,7,0,True,0.00028,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,2dab371246e34b6e84f0ccc0f1a81df8,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.009,0.001,0.02,0.005,0.0002,0.002,0.6,0.025,0.0,32050.674022,141,0.64101348044,0.000235,1.978824461643832e-05,0.912597025462963,0.0002782291666666,0.92048,34.03066,50000,42,ms,200,osd_cs,7,0,True,0.0002333333333333,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,3daa5aba0bd2475b9d1a9a9815cfe380,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.008,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,36578.44735,134,0.7315689470000001,0.0002233333333333,1.929090699248204e-05,0.5002759027777778,0.0019932060185185,0.89486,38.9641,50000,42,ms,200,osd_cs,7,0,True,0.002,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,6dd50e6ff7284a9d91029b142571482c,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.01,0.001,0.02,0.005,0.0002,0.002,0.7,0.025,0.0,36679.632329,204,0.73359264658,0.00034,2.3800714274996035e-05,0.9080207638888887,0.0002486226851851,0.90621,38.198,50000,42,ms,200,osd_cs,7,0,True,0.0002,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,c487af2df0454e9299d551ce4d8a7d0f,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.007,0.001,0.02,0.005,0.0002,0.002,0.4,0.025,0.0,38248.722578,82,0.76497445156,0.0001366666666666,1.509127722057176e-05,0.5001098032407407,0.0024805555555555,0.88516,39.92735,50000,42,ms,200,osd_cs,7,0,True,0.0025,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,f58db88d14f24ef3bb9242da88ae4071,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.009,0.001,0.02,0.005,0.0002,0.002,0.6,0.025,0.0,38678.927805,195,0.7735785561,0.000325,2.326995111726709e-05,0.500207824074074,0.0016539236111111,0.89632,39.81191,50000,42,ms,200,osd_cs,7,0,True,0.0016666666666666,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,5367fb1bc345473bb0b94e1ed52dc8f4,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.01,0.001,0.02,0.005,0.0002,0.002,0.7,0.025,0.0,39712.4531,269,0.794249062,0.0004483333333333,2.7329237413301392e-05,0.5003057291666666,0.0014284953703703,0.8887,42.48394,50000,42,ms,200,osd_cs,7,0,True,0.0014285714285714,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,62efca77704649958dd1222065e0e848,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.006,0.001,0.02,0.005,0.0002,0.002,0.3,0.025,0.0,47979.011649,85,0.95958023298,0.0001416666666666,1.536481897182772e-05,0.5002972685185185,0.0033270949074074,0.85574,44.68975,50000,42,ms,200,osd_cs,7,0,True,0.0033333333333333,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,f4c0dc1a5d3044b8a1d3cab23d515a0e,"leaked init, no corr, medium errors, scan seep and id_l",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,54974.191505,92,1.0994838301,0.0001533333333333,1.5984879429334786e-05,0.5000262384259259,0.0049627777777777,0.79274,56.12779,50000,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,84eb66a982814f02a0cf25f82d16e507,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0015,0.333,0.05,0.0,13311.000068,23,0.26622000136,3.833333333333333e-05,7.992899337212674e-06,0.9309543055555556,0.0003054976851851,0.96196,21.91855,50000,43,ms,200,osd_cs,7,0,True,0.0003153153153153,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,cbe01beae6874222a4d1729269d885b3,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.333,0.05,0.0,14020.674299,24,0.28041348598,4e-05,8.164802508328049e-06,0.9307285069444444,0.0004053009259259,0.96068,22.29176,50000,43,ms,200,osd_cs,7,0,True,0.0004204204204204,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,902adc669eb94c2d8f05575d3a4d4bd1,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.003,0.333,0.05,0.0,15883.241528,25,0.31766483056,4.1666666666666665e-05,8.333159720413735e-06,0.930247349537037,0.0006171643518518,0.95791,23.05403,50000,43,ms,200,osd_cs,7,0,True,0.0006306306306306,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,5a4300c77fb34a128fbd69460368af87,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0025,0.333,0.05,0.0,17219.256671,25,0.34438513342,4.1666666666666665e-05,8.333159720413735e-06,0.9304898379629628,0.0005108101851851,0.95923,22.69816,50000,43,ms,200,osd_cs,7,0,True,0.0005255255255255,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,f969d8083d6d411e8029fba68b4e5c70,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0005,0.333,0.05,0.0,25550.778732,43,0.25550778732,3.5833333333333335e-05,5.464434196507719e-06,0.9314413483796296,0.0001013425925925,0.96368,21.3327,100000,43,ms,200,osd_cs,7,0,True,0.0001051051051051,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,5cecdbc1dcab4ea5be9f69e60b328a7a,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.001,0.333,0.05,0.0,27788.658839,44,0.27788658839,3.6666666666666666e-05,5.527606641683649e-06,0.931211261574074,0.0002036747685185,0.962435,21.695975,100000,43,ms,200,osd_cs,7,0,True,0.0002102102102102,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,bf6553888f0e4012bedb50ff04c7d87e,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0015,0.333,0.05,0.0,29880.051987,65,0.59760103974,0.0001083333333333,1.3436368384737387e-05,0.500732800925926,0.0022342013888888,0.88371,38.99344,50000,43,ms,200,osd_cs,7,0,True,0.0022522522522522,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,bbad77e9d4bb471ab3e26a8472091085,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.333,0.05,0.0,34162.560533,80,0.68325121066,0.0001333333333333,1.4906126008879455e-05,0.5008490972222222,0.0029886111111111,0.85723,44.64285,50000,43,ms,200,osd_cs,7,0,True,0.003003003003003,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,c533a18fc81248b39336c3847b65ea9b,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0005,0.333,0.05,0.0,39844.936871,52,0.39844936871,4.333333333333333e-05,6.009121923900055e-06,0.5003694560185185,0.0007418344907407,0.93502,27.897515,100000,43,ms,200,osd_cs,7,0,True,0.0007507507507507,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,baba87a383ea428cb208c68592b5a0c1,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0025,0.333,0.05,0.0,44029.999709,117,0.88059999418,0.000195,1.8025998585376624e-05,0.5009416782407408,0.0037287384259259,0.83229,49.90136,50000,43,ms,200,osd_cs,7,0,True,0.0037537537537537,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,1a1d81fc059c40659f740204c9a66175,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.001,0.333,0.05,0.0,46158.352468,84,0.4615835246799999,7e-05,7.637358836665983e-06,0.5005095891203704,0.0014878645833333,0.90887,33.603975,100000,43,ms,200,osd_cs,7,0,True,0.0015015015015015,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,9ef819c5d68e4728a64268bdeb2566ca,"leaked init, no corr, high seep and back, idle increase, scan leak",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.003,0.333,0.05,0.0,46524.479101,151,0.93048958202,0.0002516666666666,2.047776560709833e-05,0.5010261111111112,0.0044691550925925,0.8068,55.24028,50000,43,ms,200,osd_cs,7,0,True,0.0045045045045045,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,3d618be2fbf44a1d9f24e5bfa6f522b2,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.02,0.0002,0.0,0.0,0.0,0.0,118289.43894,222,0.0591447194699999,1.85e-05,1.2416272169348306e-06,0.9465071620370368,0.0,0.9879525,9.90165075,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,bf4d812599c44b198aae86c76144064d,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.015,0.0002,0.0,0.0,0.0,0.0,118983.04394,267,0.05949152197,2.225e-05,1.3616627377799296e-06,0.943107792824074,0.0,0.9874555,10.2483225,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,686e5dea7f9c4194a8079270cf634a4d,"no leak, scan meas, bias and id_l",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.0045,0.001,0.025,0.01,0.0002,0.0,0.0,0.0,0.0,119447.04993,296,0.059723524965,2.4666666666666665e-05,1.4337031951739005e-06,0.9382077291666668,0.0,0.9843245,11.58969325,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,1681a92f65e744dab69c309b0021ad3f,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.0,123587.597874,309,0.061793798937,2.575e-05,1.4648474589953043e-06,0.936459,0.0,0.98556875,11.15236475,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,5570976e3dde419385277c1860c48c5c,"no leak, scan meas, bias and id_l",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.004,0.001,0.03,0.02,0.0002,0.0,0.0,0.0,0.0,124125.252358,258,0.062062626179,2.15e-05,1.3385171443927545e-06,0.943418691550926,0.0,0.984147,11.49480725,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,55c3e0ca24be44ca82d91390112b20c3,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.01,0.0002,0.0,0.0,0.0,0.0,127545.025634,287,0.063772512817,2.3916666666666668e-05,1.4117393131560035e-06,0.939758542824074,0.0,0.9866355,10.6617905,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,d4686cf8f0e94508a89073df50e00eca,"no leak, scan meas, bias and id_l",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.003,0.001,0.04,0.04,0.0002,0.0,0.0,0.0,0.0,127700.622341,148,0.0638503111705,1.2333333333333333e-05,1.013787503302271e-06,0.954464568287037,0.0,0.98412875,11.1796835,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,4b64a405192e4fcd967e145ca96ac97a,"no leak, scan meas, bias and id_l",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.0001,0.0002,0.0,0.0,0.0,0.0,128646.378923,347,0.0643231894615,2.8916666666666667e-05,1.55230555661183e-06,0.9332674537037036,0.0,0.984123,11.727541,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,75c97d9a64c44a19a2a3d23839766669,"no leak, scan meas, bias and id_l",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.0035,0.001,0.035,0.03,0.0002,0.0,0.0,0.0,0.0,128846.448428,188,0.064423224214,1.5666666666666667e-05,1.142600149593834e-06,0.948827078125,0.0,0.98414975,11.350475,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,84deac844f1445ea923553be7b91775b,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.0001,0.0002,0.0,0.0,0.0,0.0,130079.419271,347,0.0650397096355,2.8916666666666667e-05,1.55230555661183e-06,0.9332674537037036,0.0,0.984123,11.727541,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,False,070dd0144792408ebf29e675546d1352,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.0,0.0,0.0,0.0,131743.353041,331,0.0658716765205,2.758333333333333e-05,1.5160962066289296e-06,0.4999684988425926,0.0,0.98398875,11.76325025,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,False,a44ec289938b4601a4ce41a6cebf86c0,"no leak, scan meas, bias and id_l",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.0001,0.0002,0.0,0.0,0.0,0.0,131469.011656,342,0.065734505828,2.85e-05,1.5410815398608862e-06,0.4999684988425926,0.0,0.98416225,11.709203,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,False,331895bcdfd7484b8fa589c01915613b,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.0001,0.0002,0.0,0.0,0.0,0.0,133650.533529,342,0.0668252667645,2.85e-05,1.5410815398608862e-06,0.4999684988425926,0.0,0.98416225,11.709203,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,False,9151884cc59d45088496f30ac1beae08,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.01,0.0002,0.0,0.0,0.0,0.0,136164.031914,333,0.068082015957,2.775e-05,1.5206695328456475e-06,0.4999684988425926,0.0,0.9836685,11.874272,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,False,9fd66aa6928a4b2fac583425b649a264,"no leak, scan bias",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.015,0.0002,0.0,0.0,0.0,0.0,136247.484003,349,0.0681237420015,2.9083333333333333e-05,1.5567725024618388e-06,0.4999684988425926,0.0,0.9831215,12.0407795,2000000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
