code_name,n_cycles,fnc,b_readout_flip,unique_id,name,decoder_id,prep,id_s,id_l,cnot,meas,bias,flip,leak,seep,back,corr,duration,bad_shots,shot_time,cycle_err,shots_err,mean_ground,mean_leaked,bp_converged,bp_iterations,n_shots,rand_seed,bp_method,bp_max_iterations,osd_method,osd_order,ms_scaling_factor,b_initial_state,leaked_population,decoder_noise_model
144.12.12,4,2,True,daa90789bebf4d6087cc39e38be5b453,"leaked init, no corr, medium errors, scan cycles",19e3e8dc6bba487dbefc68ecc744043a,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,10462.755089,20,0.041851020356,2e-05,4.472091233416421e-06,0.9403189861111112,0.0006422013888888,0.991602,7.766966,250000,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,4,2,True,50d788390d224e469cafa4d5ddfc0680,"leaked init, no corr, high seep, medium errors, scan cycles",19e3e8dc6bba487dbefc68ecc744043a,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,10640.35203,16,0.04256140812,1.6e-05,3.999967999871999e-06,0.9409305972222224,0.0002389791666666,0.991984,7.593996,250000,42,ms,200,osd_cs,7,0,True,0.00028,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,4,2,False,232dee72de08474e9a80b1d107011363,"leaked init, no corr, high seep, medium errors, scan cycles",19e3e8dc6bba487dbefc68ecc744043a,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,11621.308822,31,0.046485235288,3.1e-05,5.56767806181356e-06,0.4999697986111112,0.0020027569444444,0.986634,9.335146,250000,42,ms,200,osd_cs,7,0,True,0.002,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,af451f4ce9974b0584289faa866a4599,"leaked init, no corr, medium errors, scan cycles",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,12269.465213,23,0.0736170857463429,2.3000092000368e-05,4.795795553894677e-06,0.9354015541062164,0.000656738738066,0.9842229368917476,11.7062358249433,166666,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,True,d0cbadce24bb4629aef708e477e7bd3c,"leaked init, no corr, high seep, medium errors, scan cycles",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,12232.741732,23,0.0733967439789759,2.3000092000368e-05,4.795795553894677e-06,0.9360161329534208,0.0002532649019484,0.985242940971764,11.3500594002376,166666,42,ms,200,osd_cs,7,0,True,0.00028,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,4,2,False,3b646cd3d18d4a719ba5963ed2a98759,"leaked init, no corr, medium errors, scan cycles",19e3e8dc6bba487dbefc68ecc744043a,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,15149.692493,64,0.060598769972,6.4e-05,7.99974399590387e-06,0.4996982083333334,0.0049868402777777,0.964156,14.906112,250000,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,False,703e724a9afb4862ae5bb8107043bbd6,"leaked init, no corr, high seep, medium errors, scan cycles",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,15175.143294,42,0.0910512239688958,4.2000168000672006e-05,6.480630523401858e-06,0.5000850003400014,0.0019948621461152,0.9721508886035544,14.799743198972797,166666,42,ms,200,osd_cs,7,0,True,0.002,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,8,2,True,8d24fe41ea964fb8bdff6ca99352822d,"leaked init, no corr, high seep, medium errors, scan cycles",c3cace7369764e43bbd3d2304e3e9435,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,15883.554426,31,0.127068435408,3.1e-05,5.56767806181356e-06,0.933543777777778,0.0002614722222222,0.977864,14.947364,125000,42,ms,200,osd_cs,7,0,True,0.00028,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,8,2,True,9508b8df6e3c4d448b4a03739623e87b,"leaked init, no corr, medium errors, scan cycles",c3cace7369764e43bbd3d2304e3e9435,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,16320.394368,32,0.130563154944,3.2e-05,5.656763739100299e-06,0.9329420833333332,0.0006592013888888,0.976112,15.48542,125000,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,10,2,True,6b834ab7e7c0428e8ce0a048733d2e12,"leaked init, no corr, high seep, medium errors, scan cycles",919e4a1fe07d4944bf6b9d7c1b523fb2,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,19905.153635,34,0.1990515363499999,3.4e-05,5.830852767820501e-06,0.9321090902777776,0.0002648472222222,0.970685,18.27012,100000,42,ms,200,osd_cs,7,0,True,0.00028,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,8,2,False,97789b2f997f4ce9a9095292c4b30879,"leaked init, no corr, high seep, medium errors, scan cycles",c3cace7369764e43bbd3d2304e3e9435,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,21721.104126,57,0.1737688330079999,5.7e-05,7.54961926192308e-06,0.5001409583333333,0.0019959097222222,0.956876,20.104232,125000,42,ms,200,osd_cs,7,0,True,0.002,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,10,2,True,46c1690ea8164444a01c628787d10c06,"leaked init, no corr, medium errors, scan cycles",919e4a1fe07d4944bf6b9d7c1b523fb2,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,22512.319169,37,0.2251231916899999,3.7e-05,6.082649998150477e-06,0.9314900694444443,0.0006677152777777,0.96814,19.02641,100000,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,6,2,False,b17e74b820334a43adaf2cfb8a12ba44,"leaked init, no corr, medium errors, scan cycles",050a4f52926545ed855f8f3ef3b98c25,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,26046.512848,98,0.1562797022068088,9.8000392001568e-05,9.899049443732216e-06,0.4997437142526347,0.0050001866674133,0.9104766419065676,27.8250333001332,166666,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,7c087ad1f27942f5a636acc663202c39,"leaked init, no corr, high seep, medium errors, scan cycles",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,28885.864093,37,0.3466317556430225,3.700014800059201e-05,6.082674328397657e-06,0.9311584676894265,0.0002666052330875,0.9635678542714172,21.40362761451046,83333,42,ms,200,osd_cs,7,0,True,0.00028,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,0fc5a5ebb0a948a0b43209341e8fd89a,"leaked init, no corr, medium errors, scan cycles",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,29906.053681,40,0.3588740796683187,4.0000160000640005e-05,6.324454125275941e-06,0.9305417430003052,0.0006677248931217,0.9602198408793636,22.36375745502982,83333,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,10,2,False,d91e95c8c2ac4c4eaf1a03e38a57e2ab,"leaked init, no corr, high seep, medium errors, scan cycles",919e4a1fe07d4944bf6b9d7c1b523fb2,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,30998.176837,56,0.3099817683699999,5.6e-05,7.483105237800682e-06,0.5003640208333334,0.0019932986111111,0.94286,24.88215,100000,42,ms,200,osd_cs,7,0,True,0.002,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,14,2,True,997bf3fd610447008a185413db695b4a,"leaked init, no corr, medium errors, scan cycles",56ec53f9548d490a8e009cf4087563dc,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,41829.987088,37,0.5856245042280338,3.700029600236802e-05,6.082698658839475e-06,0.9298946961020133,0.0006846165880438,0.9509646077168618,25.739898919191354,71428,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,0a5e8b909ed34c6aa9ac34e0e293a34b,"leaked init, no corr, high seep, medium errors, scan cycles",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.5,0.025,0.0,43421.828664,66,0.5210640282241129,6.6000264001056e-05,8.123802801083714e-06,0.5003847862613673,0.0019833204332817,0.9294877179508718,29.262753051012204,83333,42,ms,200,osd_cs,7,0,True,0.002,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,8,2,False,7c4dbeb8243a40c3908f0be3015b81eb,"leaked init, no corr, medium errors, scan cycles",c3cace7369764e43bbd3d2304e3e9435,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,46082.419121,135,0.368659352968,0.000135,1.1618165733023437e-05,0.4997507847222222,0.0049668263888888,0.865336,38.702436,125000,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,16,2,True,6f01bfb505c94006ad385c8ff360a00f,"leaked init, no corr, medium errors, scan cycles",79931a170909473a9f6a3424c801b452,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,53423.165596,31,0.854770649536,3.1e-05,5.56767806181356e-06,0.9293053333333332,0.0006931666666666,0.944776,28.544248,62500,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,18,2,True,2f05229903cb461bad403c132b94a7b7,"leaked init, no corr, medium errors, scan cycles",de63f37e9bfe4c429f79daecb69001a1,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,69865.223233,42,1.2575865940599404,4.200042000420004e-05,6.48066940675723e-06,0.9289518103514368,0.0006907499630551,0.9350643506435063,31.82093420934209,55555,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,10,2,False,6e80ae6e8b6f4d1a8b42aeefa278b6a6,"leaked init, no corr, medium errors, scan cycles",919e4a1fe07d4944bf6b9d7c1b523fb2,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,71153.789627,144,0.7115378962700001,0.000144,1.199913596889376e-05,0.4999086458333333,0.0049720416666666,0.8266,47.996085,100000,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,20,2,True,a631e355729b436db48c2a3208e3c9ed,"leaked init, no corr, medium errors, scan cycles",f7b01f8097d94899b030cd4e4e354561,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,91131.812406,35,1.82263624812,3.5e-05,5.9159762507974966e-06,0.9286288472222222,0.0006893819444444,0.92692,34.80733,50000,42,ms,200,osd_cs,7,0,True,0.0007,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,False,bb55fb3c151d48d8ab8f8b35cd5fd70e,"leaked init, no corr, medium errors, scan cycles",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,92792.853649,145,1.1135186978627911,0.0001450005800023,1.2040769691122656e-05,0.4999365969686101,0.0049651031937461,0.792315169260677,56.12550850203401,83333,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,14,2,False,6e1fea2ae82848e7bf8ba1f04f3f97b8,"leaked init, no corr, medium errors, scan cycles",56ec53f9548d490a8e009cf4087563dc,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,134613.060167,166,1.8845979191213529,0.0001660013280106,1.2883132358650892e-05,0.4999674441839979,0.0049487270898167,0.7539340314722518,64.62373998991993,71428,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,16,2,False,ebe32e989d2145ab9f257cbad648399e,"leaked init, no corr, medium errors, scan cycles",79931a170909473a9f6a3424c801b452,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,188243.635966,171,3.011898175456,0.000171,1.3075578725241956e-05,0.5000391111111111,0.00499275,0.720096,72.2018,62500,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,18,2,False,89f5e52c87794f588d4d47d24bc1ff8c,"leaked init, no corr, medium errors, scan cycles",de63f37e9bfe4c429f79daecb69001a1,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,239624.997498,173,4.313293087894879,0.0001730017300173,1.315194016691122e-05,0.500085848080703,0.0049493272710504,0.6907749077490775,78.62286922869228,55555,42,ms,200,osd_cs,7,0,True,0.005,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
144.12.12,12,2,True,207ced16c1cf4401907bcf06dddfd64f,"no leaked init, no corr, medium errors",de22319cae0a44d8ae731b346ee83254,0.001,0.001,0.005,0.001,0.02,0.005,0.0002,0.002,0.2,0.025,0.0,2677.90854,6,0.2677908539999999,5e-05,2.0411904206451034e-05,0.9310765625,0.0003798611111111,0.96425,21.42075,10000,43,ms,200,osd_cs,7,0,True,0.0,"{'prep': 0.001, 'id_s': 0.001, 'id_l': 0.005, 'cnot': 0.001, 'meas': 0.02, 'bias': None, 'flip': None, 'leak': None, 'seep': None, 'back': None, 'corr': None}"
